STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,bmi,Body Mass Index,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y15-64,From 15 to 64 years,TR,Türkiye,2019,,4.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y15-64,From 15 to 64 years,UK,United Kingdom,2014,,2.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,AT,Austria,2014,,6.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,AT,Austria,2019,,5.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,BE,Belgium,2014,,9.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,BE,Belgium,2019,,5.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,BG,Bulgaria,2014,,5.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,BG,Bulgaria,2019,,5.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,CY,Cyprus,2014,,9.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,CY,Cyprus,2019,,10.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,CZ,Czechia,2014,,3.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,CZ,Czechia,2019,,4.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,DE,Germany,2014,,6.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,DE,Germany,2019,,5.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,DK,Denmark,2014,,6.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,DK,Denmark,2019,,4.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,EE,Estonia,2014,,5.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,EE,Estonia,2019,,4.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,EL,Greece,2014,,6.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,EL,Greece,2019,,3.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,ES,Spain,2014,,7.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,ES,Spain,2019,,5.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,EU27_2020,European Union - 27 countries (from 2020),2014,,7.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,EU27_2020,European Union - 27 countries (from 2020),2019,,7.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,EU28,European Union - 28 countries (2013-2020),2014,,7.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,FI,Finland,2014,,4.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,FI,Finland,2019,,3.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,FR,France,2014,,9.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,FR,France,2019,,9.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,HR,Croatia,2014,,6.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,HR,Croatia,2019,,5.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,HU,Hungary,2014,,9.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,HU,Hungary,2019,,5.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,IE,Ireland,2014,,5.8,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,IE,Ireland,2019,,,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,IS,Iceland,2014,,3.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,IS,Iceland,2019,,3.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,IT,Italy,2014,,10.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,IT,Italy,2019,,11.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,LT,Lithuania,2014,,6.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,LT,Lithuania,2019,,7.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,LU,Luxembourg,2014,,4.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,LU,Luxembourg,2019,,8.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,LV,Latvia,2014,,4.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,LV,Latvia,2019,,8.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,MT,Malta,2014,,6.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,MT,Malta,2019,,3.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,NL,Netherlands,2014,,5.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,NL,Netherlands,2019,,7.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,NO,Norway,2014,,4.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,NO,Norway,2019,,4.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,PL,Poland,2014,,8.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,PL,Poland,2019,,8.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,PT,Portugal,2014,,8.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,PT,Portugal,2019,,4.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,RO,Romania,2014,,4.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,RO,Romania,2019,,2.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,RS,Serbia,2019,,5.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,SE,Sweden,2014,,5.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,SE,Sweden,2019,,6.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,SI,Slovenia,2014,,4.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,SI,Slovenia,2019,,3.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,SK,Slovakia,2014,,6.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,SK,Slovakia,2019,,4.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,TR,Türkiye,2014,,10.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,TR,Türkiye,2019,,9.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-24,From 18 to 24 years,UK,United Kingdom,2014,,7.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,AT,Austria,2014,,5.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,AT,Austria,2019,,3.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,BE,Belgium,2014,,7.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,BE,Belgium,2019,,4.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,BG,Bulgaria,2014,,6.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,BG,Bulgaria,2019,,4.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,CY,Cyprus,2014,,8.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,CY,Cyprus,2019,,8.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,CZ,Czechia,2014,,2.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,CZ,Czechia,2019,,3.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,DE,Germany,2014,,5.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,DE,Germany,2019,,4.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,DK,Denmark,2014,,4.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,DK,Denmark,2019,,2.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,EE,Estonia,2014,,5.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,EE,Estonia,2019,,4.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,EL,Greece,2014,,4.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,EL,Greece,2019,,3.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,ES,Spain,2014,,5.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,ES,Spain,2019,,5.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,EU27_2020,European Union - 27 countries (from 2020),2014,,5.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,EU27_2020,European Union - 27 countries (from 2020),2019,,5.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_LT18P5,Underweight,TOTAL,All ISCED 2011 levels,T,Total,Y18-29,From 18 to 29 years,EU28,European Union - 28 countries (2013-2020),2014,,5.8,,,,,
