STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,frequenc,Frequency,pers_cat,Category of persons,deg_urb,Degree of urbanisation,hhcomp,Household composition,quant_inc,Income quantile,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2015,,3.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2022,,2.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2015,,5.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2022,,1.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2015,,2.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2022,,2.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2015,,0.4,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2022,,0.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2015,,2.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2022,,1.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2015,,4.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,2.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2022,,4.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EA20,Euro area – 20 countries (2023-2025),2022,,2.9,,e,estimated,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,3.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,5.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2015,,1.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2022,,3.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2015,,2.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2022,,4.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,4.4,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,2.9,,e,estimated,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2015,,1.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2022,,1.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2015,,4.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2022,,2.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,4.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2022,,4.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,5.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2022,,2.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,1.2,,u,low reliability,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2022,,4.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,2.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2015,,2.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2022,,1.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,6.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2022,,4.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,3.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2022,,3.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2015,,6.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2022,,7.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2015,,2.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2022,,1.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2015,,2.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2022,,3.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2015,,1.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2022,,1.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2015,,9.8,,u,low reliability,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2022,,2.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2015,,5.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2022,,3.4,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2015,,7.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,GE1Y,At least once a year,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2022,,2.6,,,,,
